"行政區","縣市","型態","房價","面積","屋齡","車位","管理"
"臺南市中西區","臺南市","透天",5e+06,72.585,41,"無車位","無管理"
"臺南市永康區","臺南市","透天",2200000,29.947,39,"無車位","無管理"
"臺南市永康區","臺南市","華廈",610000,8.482,20,"無車位","有管理"
"臺南市永康區","臺南市","大樓",3700000,39.156,21,"有車位","有管理"
"臺南市永康區","臺南市","華廈",670000,8.473,18,"無車位","有管理"
"臺南市永康區","臺南市","華廈",2950000,36.318,23,"無車位","有管理"
"臺南市永康區","臺南市","透天",9700000,57.95,6,"無車位","無管理"
"臺南市永康區","臺南市","透天",10700000,64.962,1,"無車位","無管理"
"臺南市永康區","臺南市","大樓",2600000,48.56,15,"有車位","有管理"
"臺南市永康區","臺南市","透天",1.3e+07,59.284,20,"無車位","無管理"
"臺南市永康區","臺南市","透天",9700000,61.477,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",9800000,61.477,1,"無車位","無管理"
"臺南市仁德區","臺南市","透天",7950000,57.082,7,"無車位","無管理"
"臺南市西港區","臺南市","透天",6300000,58.422,1,"無車位","無管理"
"臺南市西港區","臺南市","透天",8500000,60.79,1,"無車位","無管理"
"臺南市新營區","臺南市","透天",3500000,67.978,34,"無車位","無管理"
"臺南市新營區","臺南市","透天",16800000,71.593,10,"無車位","無管理"
"臺南市柳營區","臺南市","透天",6800000,108.337,16,"無車位","無管理"
"臺南市白河區","臺南市","透天",3200000,39.258,18,"無車位","無管理"
"臺南市東區","臺南市","大樓",5100000,37.794,20,"有車位","有管理"
"臺南市南區","臺南市","透天",5880000,45.009,31,"無車位","無管理"
"臺南市南區","臺南市","透天",1.7e+07,91.775,2,"無車位","有管理"
"臺南市南區","臺南市","公寓",2600000,23.867,33,"無車位","無管理"
"臺南市東區","臺南市","公寓",3200000,34.697,31,"無車位","有管理"
"臺南市安南區","臺南市","透天",9500000,64.457,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",7600000,52.653,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",1e+07,65.304,36,"無車位","無管理"
"臺南市安南區","臺南市","透天",9100000,67.972,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",3200000,37.398,33,"無車位","無管理"
"臺南市安南區","臺南市","透天",1.7e+07,148.782,21,"無車位","無管理"
"臺南市安南區","臺南市","透天",6600000,53.791,7,"無車位","無管理"
"臺南市北區","臺南市","透天",4500000,34.688,29,"無車位","無管理"
"臺南市安平區","臺南市","華廈",3e+06,40.78,24,"有車位","無管理"
"臺南市北區","臺南市","透天",3700000,30.235,39,"無車位","無管理"
"臺南市中西區","臺南市","公寓",1450000,17.841,27,"無車位","無管理"
"臺南市北區","臺南市","大樓",4500000,57.284,11,"有車位","有管理"
"臺南市中西區","臺南市","透天",8650000,53.04,26,"無車位","無管理"
"臺南市中西區","臺南市","套房",820000,8.325,23,"無車位","有管理"
"臺南市安平區","臺南市","華廈",2750000,22.718,21,"有車位","有管理"
"臺南市安平區","臺南市","透天",8400000,68.329,21,"無車位","無管理"
"臺南市中西區","臺南市","透天",5600000,26.626,29,"無車位","無管理"
"臺南市北區","臺南市","透天",6080000,48.515,19,"無車位","無管理"
"臺南市北區","臺南市","透天",6360000,48.754,19,"無車位","無管理"
"臺南市安平區","臺南市","套房",830000,11.979,23,"無車位","有管理"
"臺南市安平區","臺南市","華廈",4600000,36.89,19,"有車位","有管理"
"臺南市安平區","臺南市","華廈",4450000,43.463,19,"有車位","有管理"
"臺南市安南區","臺南市","透天",2850000,28.937,34,"無車位","無管理"
"臺南市安南區","臺南市","透天",6800000,43.69,29,"無車位","無管理"
"臺南市安南區","臺南市","大樓",6e+06,36.987,16,"無車位","無管理"
"臺南市安南區","臺南市","透天",3200000,32.059,33,"無車位","無管理"
"臺南市東區","臺南市","大樓",2590000,36.509,25,"無車位","有管理"
"臺南市東區","臺南市","透天",2.3e+07,171.39,24,"無車位","無管理"
"臺南市東區","臺南市","套房",5e+05,8.213,25,"無車位","無管理"
"臺南市安南區","臺南市","透天",8e+06,63.053,7,"無車位","無管理"
"臺南市安南區","臺南市","透天",3500000,24.66,34,"無車位","無管理"
"臺南市東區","臺南市","透天",6800000,38.387,35,"無車位","無管理"
"臺南市東區","臺南市","透天",3400000,27.116,31,"無車位","無管理"
"臺南市東區","臺南市","華廈",2e+06,25.561,20,"無車位","無管理"
"臺南市東區","臺南市","透天",6e+06,27.307,40,"無車位","無管理"
"臺南市東區","臺南市","透天",13100000,79.83,1,"無車位","無管理"
"臺南市東區","臺南市","華廈",4600000,40.027,19,"無車位","有管理"
"臺南市白河區","臺南市","套房",870000,10.739,22,"無車位","無管理"
"臺南市鹽水區","臺南市","華廈",1350000,37.168,15,"無車位","有管理"
"臺南市官田區","臺南市","透天",9880000,121.439,1,"無車位","無管理"
"臺南市官田區","臺南市","透天",8500000,88.206,1,"無車位","無管理"
"臺南市歸仁區","臺南市","華廈",2240000,25.525,21,"無車位","有管理"
"臺南市仁德區","臺南市","透天",8800000,70.658,7,"無車位","無管理"
"臺南市永康區","臺南市","公寓",6050000,60.213,20,"無車位","有管理"
"臺南市永康區","臺南市","大樓",880000,9.616,21,"無車位","有管理"
"臺南市永康區","臺南市","華廈",2500000,34.034,22,"有車位","有管理"
"臺南市永康區","臺南市","大樓",3400000,23.901,18,"有車位","有管理"
"臺南市永康區","臺南市","透天",7700000,59.517,1,"無車位","無管理"
"臺南市永康區","臺南市","透天",8700000,60.412,1,"無車位","無管理"
"臺南市安南區","臺南市","透天",8050000,54.492,1,"無車位","無管理"
"臺南市東區","臺南市","大樓",3500000,29.025,15,"有車位","有管理"
"臺南市南區","臺南市","透天",2300000,23.165,38,"無車位","無管理"
"臺南市東區","臺南市","華廈",3180000,28.048,14,"無車位","有管理"
"臺南市東區","臺南市","大樓",6100000,36.669,7,"有車位","有管理"
"臺南市東區","臺南市","套房",421000,9.725,24,"無車位","無管理"
"臺南市東區","臺南市","套房",544000,12.551,24,"無車位","無管理"
"臺南市永康區","臺南市","透天",6600000,43.787,15,"無車位","無管理"
"臺南市永康區","臺南市","透天",4350000,30.392,30,"無車位","無管理"
"高雄市鼓山區","高雄市","透天",12300000,79.654,20,"無車位","無管理"
"高雄市鼓山區","高雄市","大樓",2190000,13.141,18,"無車位","有管理"
"高雄市鼓山區","高雄市","大樓",4200000,26.572,6,"無車位","無管理"
"高雄市鼓山區","高雄市","大樓",21800000,68.789,1,"有車位","有管理"
"高雄市鼓山區","高雄市","大樓",9380000,57.608,19,"有車位","有管理"
"高雄市鼓山區","高雄市","大樓",4300000,24.385,10,"無車位","有管理"
"高雄市前金區","高雄市","華廈",3350000,24.022,22,"無車位","有管理"
"高雄市鼓山區","高雄市","大樓",20800000,79.597,2,"有車位","有管理"
"高雄市鼓山區","高雄市","大樓",1.8e+07,79.597,2,"有車位","有管理"
"高雄市小港區","高雄市","華廈",3700000,52.593,11,"有車位","有管理"
"高雄市三民區","高雄市","大樓",5e+06,42.674,15,"有車位","有管理"
"高雄市三民區","高雄市","華廈",1650000,19.908,21,"無車位","無管理"
"高雄市三民區","高雄市","套房",1150000,9.021,18,"無車位","有管理"
"高雄市三民區","高雄市","大樓",1.1e+07,60.93,15,"有車位","有管理"
"高雄市三民區","高雄市","大樓",11600000,52.983,1,"有車位","有管理"
"高雄市三民區","高雄市","大樓",13800000,67.633,1,"有車位","有管理"
"高雄市楠梓區","高雄市","套房",590000,9.105,13,"無車位","有管理"
"高雄市楠梓區","高雄市","透天",9750000,59.414,8,"無車位","無管理"
"高雄市左營區","高雄市","大樓",8200000,39.452,9,"有車位","有管理"
"高雄市左營區","高雄市","套房",2050000,17.079,23,"無車位","有管理"
"高雄市左營區","高雄市","大樓",6e+06,50.66,16,"有車位","無管理"
"高雄市楠梓區","高雄市","華廈",3700000,40.553,20,"無車位","無管理"
"高雄市左營區","高雄市","大樓",9200000,40.369,1,"有車位","有管理"
"高雄市左營區","高雄市","大樓",7500000,53.134,18,"無車位","有管理"
"高雄市左營區","高雄市","大樓",6400000,35.12,8,"有車位","有管理"
"高雄市左營區","高雄市","大樓",6500000,25.126,9,"有車位","有管理"
"高雄市楠梓區","高雄市","透天",20800000,56.688,1,"無車位","無管理"
"高雄市楠梓區","高雄市","透天",20400000,56.688,1,"無車位","無管理"
"高雄市左營區","高雄市","大樓",5250000,40.402,19,"無車位","有管理"
"高雄市左營區","高雄市","大樓",4900000,25.171,8,"無車位","有管理"
"高雄市楠梓區","高雄市","大樓",6250000,47.393,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",6800000,48.167,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",7380000,48.167,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",6550000,42.864,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",3250000,25.849,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",3530000,25.846,1,"無車位","無管理"
"高雄市楠梓區","高雄市","大樓",3250000,25.846,1,"無車位","有管理"
"高雄市楠梓區","高雄市","大樓",5150000,37.208,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",3200000,25.846,1,"有車位","有管理"
"高雄市楠梓區","高雄市","大樓",5220000,37.207,1,"有車位","有管理"
"高雄市左營區","高雄市","大樓",5980000,26.55,1,"無車位","有管理"
"高雄市鳳山區","高雄市","大樓",6420000,52.354,16,"有車位","有管理"
"高雄市鳳山區","高雄市","華廈",4750000,45.956,22,"有車位","有管理"
"高雄市鳳山區","高雄市","公寓",1420000,17.273,34,"無車位","無管理"
"高雄市鳳山區","高雄市","大樓",3100000,47.22,19,"無車位","有管理"
"高雄市鳳山區","高雄市","公寓",2100000,28.157,35,"無車位","無管理"
"高雄市鳳山區","高雄市","透天",8650000,51.304,34,"無車位","無管理"
"高雄市鳳山區","高雄市","公寓",1280000,16.698,35,"無車位","無管理"
"高雄市鳳山區","高雄市","大樓",4500000,43.088,21,"有車位","無管理"
"高雄市鳳山區","高雄市","公寓",2650000,23.135,35,"無車位","無管理"
"高雄市鳳山區","高雄市","公寓",832000,22.279,32,"無車位","無管理"
"高雄市鳳山區","高雄市","透天",2e+06,27.44,41,"無車位","無管理"
"高雄市鳳山區","高雄市","透天",3e+06,80.169,31,"無車位","無管理"
"高雄市鳥松區","高雄市","透天",1200000,55.252,9,"無車位","無管理"
"高雄市阿蓮區","高雄市","透天",6100000,62.953,21,"無車位","無管理"
"高雄市湖內區","高雄市","透天",1300000,24.639,33,"無車位","無管理"
"高雄市湖內區","高雄市","透天",4200000,56.232,17,"無車位","無管理"
"高雄市湖內區","高雄市","大樓",4e+05,8.249,20,"無車位","有管理"
"高雄市湖內區","高雄市","公寓",4e+05,7.435,21,"無車位","有管理"
"高雄市大寮區","高雄市","華廈",2160000,38.236,18,"無車位","無管理"
"高雄市林園區","高雄市","透天",2740000,75.8,23,"無車位","無管理"
"高雄市大寮區","高雄市","大樓",1950000,33.856,20,"有車位","有管理"
"高雄市大寮區","高雄市","透天",1990000,34.176,30,"無車位","無管理"
"高雄市大寮區","高雄市","大樓",2800000,41.951,20,"無車位","有管理"
"高雄市三民區","高雄市","大樓",4110000,36.463,18,"無車位","有管理"
"高雄市岡山區","高雄市","大樓",3e+06,39.358,21,"無車位","有管理"
"高雄市燕巢區","高雄市","透天",3400000,13.603,46,"無車位","無管理"
"高雄市鳳山區","高雄市","華廈",2500000,65.894,18,"無車位","有管理"
"高雄市大樹區","高雄市","透天",13200000,232.756,24,"無車位","無管理"
"高雄市大社區","高雄市","套房",9e+05,13.05,20,"無車位","有管理"
"高雄市鳳山區","高雄市","公寓",2e+06,22.633,33,"無車位","無管理"
"高雄市鳳山區","高雄市","公寓",1080000,20.603,33,"無車位","無管理"
"高雄市仁武區","高雄市","透天",6600000,52.408,11,"無車位","無管理"
"高雄市鳳山區","高雄市","華廈",3600000,32.721,21,"無車位","無管理"
"高雄市楠梓區","高雄市","大樓",2550000,32.737,20,"無車位","有管理"
"高雄市小港區","高雄市","透天",4800000,34.781,9,"無車位","無管理"
"高雄市大寮區","高雄市","公寓",1800000,34.077,19,"無車位","有管理"
"高雄市大寮區","高雄市","大樓",3250000,35.843,18,"有車位","有管理"
"高雄市林園區","高雄市","透天",1950000,36.569,26,"無車位","無管理"
"高雄市大寮區","高雄市","大樓",1720000,22.536,18,"無車位","有管理"
"高雄市林園區","高雄市","透天",8300000,53.373,1,"無車位","無管理"
"高雄市林園區","高雄市","大樓",1630000,41.703,20,"無車位","無管理"
"高雄市大寮區","高雄市","透天",2200000,58.667,22,"無車位","無管理"
"高雄市林園區","高雄市","透天",1e+06,27.618,34,"無車位","無管理"
"高雄市大寮區","高雄市","透天",2300000,25.471,34,"無車位","無管理"
"高雄市阿蓮區","高雄市","透天",4e+06,35.281,19,"無車位","無管理"
"高雄市湖內區","高雄市","透天",2700000,27.225,38,"無車位","無管理"
"高雄市路竹區","高雄市","透天",4700000,49.604,22,"無車位","無管理"
"高雄市阿蓮區","高雄市","透天",3380000,56.05,21,"無車位","無管理"
"高雄市仁武區","高雄市","透天",8700000,63.259,19,"無車位","無管理"
"高雄市大社區","高雄市","透天",7650000,60.884,23,"無車位","無管理"
